epoch;acc;loss;val_acc;val_loss
0;0.25602500038221476;2.057076694667339;0.34760000064969065;1.8384426593780518
1;0.39232499999925496;1.7001127341389657;0.4436999998241663;1.559710263609886
2;0.4580499992333353;1.506043974161148;0.4847000001370907;1.444062101840973
3;0.5028999991342425;1.3890858574956655;0.4982999999821186;1.3929564991593362
4;0.5451500008627772;1.2808492217957974;0.5662000018358231;1.2338486155867576
5;0.5795750018209219;1.1876254719495773;0.5523000027239323;1.2363440003991126
6;0.6099250030145049;1.1069405268132686;0.6273000037670136;1.0811893171072007
7;0.6358000056818127;1.0342110335826873;0.6349000039696694;1.0530614301562309
8;0.6600500042364001;0.968219588175416;0.6510000042617321;1.00763288885355
9;0.6829250040650368;0.9081565989553928;0.6507000052928924;1.0125885432958603
10;0.7036250035837293;0.8526566320285202;0.6490000049769878;1.0195410472154618
11;0.7249750030785799;0.8008352515473962;0.6873000036180019;0.9130063992738724
12;0.7400249996036291;0.7491577582061291;0.6892000046372414;0.911936304718256
13;0.7579999998956919;0.6979053277894854;0.7002000014483929;0.8779610878229142
14;0.7771999973803758;0.6477793737873435;0.7103000015020371;0.8524685151875019
15;0.7920999949425459;0.5998375283367932;0.7080000026524067;0.8633734937012195
16;0.8112249936163426;0.5491472342982888;0.7163000041246415;0.8546961848437786
17;0.828174996227026;0.5011415087617934;0.7102000051736832;0.8808011592924595
18;0.844924995303154;0.4552263660915196;0.7248000010848046;0.8562251578271389
19;0.8623999942094087;0.40403430957347153;0.7198000028729439;0.8753759147226811
20;0.8778999942541122;0.3616832711733878;0.7223000034689904;0.8873743106424808
21;0.89634999550879;0.30893343517556787;0.7225000023841858;0.921705041974783
22;0.9109749960899353;0.2673703351896256;0.7185999998450279;0.9689479890465736
23;0.9281749971210956;0.22182083706837147;0.7240000018477439;0.9780486001074314
24;0.9436249981075525;0.17931707945652306;0.7220000037550927;1.020647803246975
25;0.9603750001639128;0.1370749995065853;0.7213000026345253;1.0409439131617546
26;0.9736500021070242;0.10197429344523698;0.7316000014543533;1.053704066723585
27;0.9856750036776066;0.06940585253527388;0.7241000014543534;1.1529148994386196
28;0.9939750038087368;0.0439748254918959;0.7299000027775765;1.1165377114713193
29;0.9985000012814998;0.025374471285613254;0.7349000012874604;1.1356421993672847
30;0.9990750005841256;0.01716776654298883;0.7332000029087067;1.1743478429317475
31;0.999825000166893;0.011829182342626154;0.738600001335144;1.1758061680197716
32;0.9999750000238419;0.009193269958195742;0.7355000028014183;1.1976586106419562
33;0.9999500000476838;0.00771548676508246;0.7379000023007393;1.2089230768382548
34;1.0;0.006585044371604454;0.7360000029206276;1.2243175800144672
35;1.0;0.0058310718461871145;0.7390000006556511;1.2367175775766373
36;1.0;0.005195868347655051;0.736200001835823;1.2500782220065594
37;1.0;0.004708688041137066;0.7394000008702278;1.2593644298613071
38;1.0;0.004287348819052568;0.7367000010609627;1.2693190781772137
39;1.0;0.003943908020737581;0.7373000025749207;1.278836160004139
40;1.0;0.0036542763527540956;0.7366000008583069;1.2883182050287723
41;1.0;0.0033897347007587086;0.7382000008225441;1.2971838954091073
42;1.0;0.0031690951494965703;0.7394000020623207;1.3076255881786347
43;1.0;0.0029671064016292804;0.7378000023961068;1.3125447073578835
44;1.0;0.002787668377131922;0.7382000029087067;1.320934145450592
45;1.0;0.002631820755050285;0.7383000013232232;1.3246539607644081
46;1.0;0.002495341063622618;0.7367000016570091;1.3328911274671555
47;1.0;0.0023649354152439628;0.7371000018715859;1.3396192389726638
48;1.0;0.0022505973107763565;0.7376000019907951;1.3442763701081275
49;1.0;0.0021439323993399737;0.7376000034809113;1.351595025807619
50;1.0;0.002048292683175532;0.7387000015377998;1.358711364865303
51;1.0;0.0019598945108009504;0.7375000044703484;1.3622997584939003
52;1.0;0.0018806486226822018;0.7375000029802322;1.3657542763650417
53;1.0;0.0018022899877541932;0.7384000027179718;1.3736399820446967
54;1.0;0.0017309230524551822;0.736900001168251;1.3770094123482703
55;1.0;0.0016669122860912466;0.7371000030636787;1.3817265628278255
56;1.0;0.0016088943887734785;0.7381000021100044;1.3862515939772129
57;1.0;0.001550742888575769;0.7366000017523766;1.390737607628107
58;1.0;0.0014964863325440093;0.7380000033974647;1.3970009122788907
59;1.0;0.0014456866283580894;0.7379000020027161;1.3998350696265698
60;1.0;0.001402058367166319;0.7377000024914742;1.402210426181555
61;1.0;0.001355717117767199;0.737000002861023;1.406390314847231
62;1.0;0.0013168665267585312;0.7377000024914742;1.411035132855177
63;1.0;0.0012753931480256142;0.7383000013232232;1.4147419106960297
64;1.0;0.0012397594522553846;0.7371000027656556;1.417084493637085
65;1.0;0.0012044417785364203;0.7380000001192093;1.4219527061283588
66;1.0;0.001170786971997586;0.7371000012755394;1.4250577640533448
67;1.0;0.00113902506622253;0.7373000022768974;1.42771466717124
68;1.0;0.0011102523720182944;0.7390000030398369;1.431749097406864
69;1.0;0.0010799524412868778;0.7374000030755997;1.4358675296604633
70;1.0;0.0010522998059241217;0.7372000017762184;1.4379751253128052
71;1.0;0.00102749266246974;0.7386000028252602;1.4406894041597844
72;1.0;0.0010012524102057795;0.7386000022292137;1.4435955110192298
73;1.0;0.0009786316673853434;0.7386000022292137;1.4475619184970856
74;1.0;0.0009559018668733188;0.7373000022768974;1.4496723262965678
75;1.0;0.0009339485519012669;0.7381000036001205;1.4521606051921845
76;1.0;0.0009129322380613303;0.7373000025749207;1.454785890430212
77;1.0;0.0008927163916814607;0.737600003182888;1.4577231799066066
78;1.0;0.000873716575842991;0.7375000020861626;1.4597775387763976
79;1.0;0.0008553772227605804;0.7367000022530555;1.4625334256887437
80;1.0;0.0008382130394966225;0.7383000013232232;1.465356833934784
81;1.0;0.0008205725934749353;0.7381000018119812;1.4678822258114814
82;1.0;0.000804226605068834;0.7377000030875206;1.4711539980769157
83;1.0;0.0007881452590663685;0.7372000023722649;1.472083446830511
84;1.0;0.0007732655222571339;0.7376000025868416;1.4750473175942898
85;1.0;0.0007581774854043033;0.7380000019073486;1.4774547024071216
86;1.0;0.000744266822875943;0.7378000015020371;1.4798599039018154
87;1.0;0.0007305835591250798;0.7361000037193298;1.4822932919859886
88;1.0;0.0007174840705192764;0.7373000019788742;1.4845758852362634
89;1.0;0.0007049403972268919;0.7378000018000602;1.4864320318400859
90;1.0;0.0006922206356830429;0.7379000017046928;1.4891520480811595
91;1.0;0.000680349151516566;0.7382000014185905;1.4916107726097108
92;1.0;0.0006687442228576401;0.7380000022053719;1.4925210390985013
93;1.0;0.0006572006404894637;0.7374000024795532;1.4938306200504303
94;1.0;0.0006466959313547704;0.737600001692772;1.496610207259655
95;1.0;0.0006360020177453407;0.7379000023007393;1.49789569824934
96;1.0;0.0006256770285835955;0.737300001680851;1.5010048469901085
97;1.0;0.0006155537376980647;0.7374000018835067;1.5028082390129567
98;1.0;0.0006060616280228714;0.7372000026702881;1.503633939474821
99;1.0;0.0005969328295032028;0.7374000015854836;1.5063344311714173
