epoch;acc;loss;val_acc;val_loss
0;0.253550000092946;2.05800632417202;0.3308000008016825;1.8592627549171448
1;0.39292500000447034;1.7009775380790233;0.4496999986469746;1.5524819606542588
2;0.4637499991431832;1.4937848019599915;0.45869999915361404;1.491856159567833
3;0.5102249997667968;1.3713289532810449;0.5281999999284744;1.3363099947571755
4;0.5481000007688999;1.2739380035549401;0.5469000013172627;1.268668039739132
5;0.5824000034853816;1.1812695931643247;0.6004000036418438;1.1456169393658637
6;0.6114750047028065;1.1058343517780305;0.6210000029206276;1.0986704158782958
7;0.6362250042706727;1.035133185312152;0.6369000041484832;1.038776185810566
8;0.6637000045925379;0.9712334810197354;0.6456000067293644;1.0210683962702751
9;0.6832250048592686;0.9107482155039907;0.6531000043451786;1.008836599290371
10;0.6979250031709671;0.8625185928493738;0.6538000060617923;1.002290751338005
11;0.7193000021576882;0.8099042678624392;0.6759000062942505;0.9434442153573036
12;0.7361750005185604;0.7603254448249936;0.6764000046253205;0.942374303638935
13;0.7514500012993812;0.7177418720722198;0.697100006043911;0.8965815138816834
14;0.7669249980151653;0.6677958247438073;0.6858000034093856;0.9259699602425099
15;0.7852499958127737;0.6221649926155806;0.7030000007152557;0.8897221349179745
16;0.8017749956995249;0.5740531692840158;0.6844000048935414;0.9601095829904079
17;0.8142499952763319;0.5329639855585993;0.7033000029623508;0.9066458784043789
18;0.8327999948710203;0.48378862749785184;0.6993000045418739;0.9417966902256012
19;0.8485999937355518;0.438847164362669;0.6798000034689903;1.0104625418782234
20;0.865524994507432;0.39306954132393;0.7093000042438508;0.9322525870800018
21;0.8829249949008227;0.3484561428613961;0.6942000052332878;1.029015159457922
22;0.896674996688962;0.3081248376797885;0.7112000012397766;0.979755437001586
23;0.9149499966204167;0.2593209182098508;0.7042000061273574;1.0240262460708618
24;0.930274997651577;0.21996892533265056;0.7088000053167343;1.0586885085701943
25;0.9468499991297722;0.17667150494642556;0.708300002515316;1.0719154515862466
26;0.9594500000029802;0.14095643248874695;0.7108000011742115;1.1130619902163743
27;0.9764250030368566;0.09964550680946559;0.7110000017285347;1.1637584428489207
28;0.9868750035762787;0.0707575281150639;0.7181000050902366;1.1473743624985218
29;0.9923500038683415;0.049297764766961336;0.7147000017762184;1.1875035394728184
30;0.9979500016570091;0.02973670598468743;0.7201000016927719;1.2073784670978784
31;0.9991500007361174;0.019504263032577;0.7211000022292137;1.2221583737432957
32;0.9997250002622604;0.013989330040640197;0.7238000011444092;1.2323985496163368
33;0.9998000001907349;0.011169474717462435;0.7234000006318092;1.2568360514938832
34;0.999825000166893;0.009327544656407553;0.7239000028371811;1.2716022290289402
35;0.9998750001192093;0.007996980885218363;0.7250000017881394;1.2872000300139188
36;0.9999500000476838;0.0069156699610175565;0.7232000026106834;1.3051224214583634
37;0.9999500000476838;0.006215943841962144;0.7225000017881393;1.3182299353182316
38;0.9999500000476838;0.00558304908889113;0.7253999999165535;1.3269230402261019
39;1.0;0.005020186067267787;0.7256000027060509;1.3376595844328403
40;1.0;0.004606411855929764;0.7250000017881394;1.3478964595496654
41;1.0;0.004236353675369173;0.7245000028610229;1.3600221639871597
42;1.0;0.003935118339286419;0.7260000026226043;1.3662532006204129
43;1.0;0.0036646559365908615;0.7267000022530555;1.3753822872787713
44;1.0;0.003442689268995309;0.7254000014066696;1.3842229796946048
45;1.0;0.0032362426283361855;0.724399999678135;1.391758193448186
46;1.0;0.003042636025202228;0.7255000010132789;1.399174067750573
47;1.0;0.0028760119357320946;0.7244000029563904;1.4076773257553576
48;1.0;0.0027310978702735156;0.7266000014543533;1.4121066274493932
49;1.0;0.002590224993909942;0.7246000012755394;1.419519980251789
50;1.0;0.0024720486198202708;0.7271000036597252;1.425387531593442
51;1.0;0.0023557161581993567;0.7259000021219254;1.4331105850636958
52;1.0;0.002252119694749126;0.7250000014901161;1.4371942143142222
53;1.0;0.0021583255613222717;0.7255000019073486;1.4429829601198434
54;1.0;0.0020729718735674396;0.7247000008821487;1.4483973813056945
55;1.0;0.001988716309861047;0.7264000010490418;1.452540630698204
56;1.0;0.001915045243804343;0.7252000021934509;1.4594363378733397
57;1.0;0.0018431250913272378;0.7252000027894974;1.463330116122961
58;1.0;0.0017760937181446933;0.7260000023245812;1.4678422982990742
59;1.0;0.0017141418167011578;0.7268000030517578;1.4740827742218972
