epoch;acc;loss;val_acc;val_loss
0;0.20907499984838068;2.1488755820691585;0.30310000013560057;1.9384510922431946
1;0.3457000007852912;1.8208308519423009;0.3815000007301569;1.6724460923671722
2;0.4242749992571771;1.593521492034197;0.457799998819828;1.515073773264885
3;0.4725499993003905;1.464441403746605;0.4269999980181456;1.6048762786388397
4;0.5108749996125698;1.371519364491105;0.5174999986588955;1.3456290763616563
5;0.5456500016525387;1.284344647526741;0.558600002527237;1.236946401298046
6;0.5739750022441149;1.2059721418470144;0.5868000023066997;1.1700889000296593
7;0.5997000037506223;1.1362174411118031;0.5891000048816204;1.1642737990617753
8;0.6247250038012863;1.0689467968791724;0.6271000042557716;1.0615497973561288
9;0.6454750049486756;1.0062295562028885;0.6330000047385692;1.0475984126329423
10;0.6703500055149197;0.9480255185812712;0.6307000043988228;1.0563697615265846
11;0.6853750047460199;0.8950795365124941;0.6472000046074391;1.0089887601137162
12;0.7059750033169985;0.8386942798644305;0.6492000046372414;1.0144909310340882
13;0.7252750015258789;0.7885381484404206;0.6652000033855439;0.9747283846139908
14;0.745124998986721;0.735819858200848;0.668100003451109;0.9571686658263207
15;0.7617999977618456;0.68473990149796;0.6894000014662742;0.9240354135632515
16;0.781974996253848;0.6308676439523697;0.6775000059604644;0.9710372003912926
17;0.7988749957829714;0.5816785896196961;0.6979000055789948;0.9034908072650433
18;0.8164749947935342;0.5312205948121845;0.6962000024318695;0.9087948153913021
19;0.8352249944210053;0.4802678856253624;0.6963000044226646;0.9373468026518822
20;0.8549999951571227;0.42468795001506804;0.6984000034630299;0.940537282526493
21;0.872674995958805;0.37815944382920863;0.702200003862381;0.9537240815162659
22;0.8937249953299761;0.32073846019804475;0.6984000059962273;1.012131790816784
23;0.9132249957323074;0.2691521356254816;0.6804000042378903;1.0909731072187423
24;0.9304249972105026;0.22511559934355319;0.7050000044703484;1.0303647930920123
25;0.9477749989181757;0.17869430884253235;0.7042000043392181;1.0855710671842098
26;0.9660250000655651;0.1304065753170289;0.6954000025987626;1.1586433377861978
27;0.9806250031292438;0.09267036305740475;0.71240000218153;1.109875734001398
28;0.9908500034362078;0.06059534564497881;0.7146000027656555;1.1439606402814388
29;0.9977250019460917;0.03520660434733145;0.7088000020384788;1.2150781913101674
30;0.999050000756979;0.023705217583919875;0.7201000034809113;1.1854143561422825
31;0.9997250002622604;0.016440885068150238;0.7225000017881393;1.206058449447155
32;0.9998000001907349;0.012667232037638315;0.7222000029683113;1.2264365451037884
33;0.9999250000715256;0.010215086703829002;0.7229000028967857;1.2468848331272602
34;1.0;0.008612555813742801;0.7235000035166741;1.2575694404542446
35;1.0;0.007550224883016199;0.7224000039696693;1.274957889020443
36;1.0;0.0067026353772962465;0.7230000033974647;1.2860916604101658
37;1.0;0.0060107483912725;0.7226000040769577;1.301018100529909
38;1.0;0.005477463965653442;0.7209000027179718;1.3088043700158596
39;1.0;0.005022304854064714;0.721800004541874;1.320586463958025
40;1.0;0.004613946888712235;0.720400003194809;1.3306885370612145
41;1.0;0.0042813387414207685;0.7219000050425529;1.3381064085662364
42;1.0;0.003992751408513868;0.7217000031471252;1.3467892332375049
43;1.0;0.003742334058333654;0.7215000030398369;1.3545973639190196
44;1.0;0.003514150336995954;0.7208000034093857;1.3617957723140717
45;1.0;0.0033098489689291455;0.7205000028014183;1.3716650345921517
46;1.0;0.00312494331781636;0.721400004029274;1.3769410625100136
47;1.0;0.0029712681044475175;0.7224000045657157;1.3815492540597916
48;1.0;0.0028207957050472034;0.7214000043272972;1.3880435125529766
49;1.0;0.002682011784345377;0.7210000050067902;1.3950086005032063
50;1.0;0.00256496862260974;0.7215000030398369;1.4015795546770096
51;1.0;0.0024524049341562203;0.7213000038266182;1.406153110563755
52;1.0;0.0023449684618390165;0.7216000020503998;1.4117774406075478
53;1.0;0.002251151481032139;0.721000003516674;1.4163834761083125
54;1.0;0.002163798175897682;0.7208000037074089;1.4213494746387005
55;1.0;0.002080936008351273;0.7209000036120414;1.4254717364907266
56;1.0;0.002004230184975313;0.7223000028729438;1.4317325502634048
